ID,Title,Author,Author First Name,Author Last Name,Publisher,Page Count,Genres,ISBN,Published Date,Checkout Date,Checkout Duration,Available Date,Available Status,Checkout,Edit
268,Dead Silent,Shirley Wells,Shirley,Wells,Harlequin,355,"Fiction, Mystery, Detective, International Mystery, Crime",9781426892103,22-Aug-11,,,,Available,Checkout,Edit
274,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,Robert,Jordan,Macmillan,688,"Fiction, Fantasy, Epic",9781429960571,20-Apr-10,,,,Available,Checkout,Edit
280,Getting Things Done: The Art of Stress-Free Productivity,David Allen,David,Allen,Penguin,352,"Self-Help, Self-Management, Time Management",9780698161863,17-Mar-15,,,,Available,Checkout,Edit
283,Candide,Voltaire,Voltaire,,Open Road Media,112,"Fiction, Literary",9781497684256,27-Jan-15,,,,Available,Checkout,Edit
284,The Vagrant (The Vagrant Trilogy),Peter Newman,Peter,Newman,HarperCollins UK,416,"Fiction, Fantasy, Epic",9780007593101,23-Apr-15,,,,Available,Checkout,Edit
285,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,Brandon,Sanderson,Tor Books,1712,"Fiction, Fantasy, Epic",9781429989817,1-Feb-11,,,,Available,Checkout,Edit
286,Dork Diaries: Spectacular Superstar,Rachel Renee Russell,Rachel,Russell,Simon and Schuster,368,"Juvenile Fiction, General",9781471172816,31-Oct-19,,,,Available,Checkout,Edit
288,Deadpool Team-Up Vol. 1: Good Buddies,Fred Van Lente,Fred,Van Lente,Marvel Entertainment,9.78E+12,"Comics & Graphic Novels, Superheroes",Original pages,186,,,,Available,Checkout,Edit
297,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt,Steven,Levitt,Harper Collins,304,"Psychology, Creative Ability",9780062218360,12-May-14,,,,Available,Checkout,Edit
298,Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,Al,Ewing,Marvel Entertainment,128,"Comics, Graphic Novels, Superheroes",9781302507169,21-Nov-18,,,,Available,Checkout,Edit
299,Her Royal Spyness,Rhys Bowen,Rhys,Bowen,Penguin,336,"Fiction, Mystery, Detective, Amateur Sleuth",9781101207369,1-Jul-08,,,,Available,Checkout,Edit
303,Blood Runs Cold: A completely unputdownable mystery and suspense thriller,Dylan Young,Dylan,Young,Bookouture,350,"Fiction, Thrillers, Suspense",9781786814029,16-May-18,,,,Available,Checkout,Edit
307,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,J. R. R.,Tolkien,HarperCollins UK,1216,"Fiction, Fairy Tales, Folk Tales, Legends, Mythology",9780007322596,20-Apr-09,,,,Available,Checkout,Edit
311,"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,George,Martin,HarperCollins UK,864,"Fiction, Fantasy, Dragons, Mythical Creatures",9780007369218,24-Feb-11,,,,Available,Checkout,Edit
316,Thirty-Five and a Half Conspiracies: Rose Gardner Mystery #8,Denise Grover Swank,Denise,Swank,DGS,350,"Fiction, Mystery, Detective, Women Sleuths",9781939996343,3-Nov-15,,,,Available,Checkout,Edit
320,Furies of Calderon,Jim Butcher,Jim,Butcher,Penguin,672,"Fiction, Fantasy, Military",9781440631849,28-Jun-05,,,,Available,Checkout,Edit
322,You'll Never See Daylight Again,Michaella McCollum,Michaella,McCollum,Kings Road Publishing,476,"True Crime, General",9781789460148,31-Oct-19,,,,Available,Checkout,Edit
323,Why We Sleep: The New Science of Sleep and Dreams,Matthew Walker,Matthew,Walker,Penguin UK,368,"Psychology, Neuropsychology",9780141983776,28-Sep-17,,,,Available,Checkout,Edit
325,The Call of Cthulhu,H. P. Lovecraft,H. P.,Lovecraft,BookRix,49,"Fiction, Horror",9783736805101,17-Oct-18,,,,Available,Checkout,Edit
327,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,Stephen,Guise,Selective Entertainment LLC,126,"Health, Fitness, Healthy Living",9780996435420,22-Dec-13,,,,Available,Checkout,Edit
331,The Art of Thinking Clearly,Rolf Dobelli,Rolf,Dobelli,Harper Collins,384,"Psychology, Social Psychology",9780062359803,6-May-14,,,,Available,Checkout,Edit
336,Civil Engineering Guide for GATE/ PSUs,Disha Experts,Disha,Experts,Disha Publications,363,none,Original pages,14-Aug-17,,,,Available,Checkout,Edit
337,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,Brian,Tracy,Berrett-Koehler Publishers,144,"Business, Economics, Personal Success",9781626569430,17-Apr-17,,,,Available,Checkout,Edit
354,Diabolical,Jana DeLeon,Jana,DeLeon,Jana DeLeon,360,"Fiction, Mystery, Detective, Women Sleuths",9781940270371,8-Aug-16,,,,Available,Checkout,Edit
356,Spider-Man: Anti-Venom,Dan Slott,Dan,Slott,Marvel Entertainment,96,"Comics, Graphic Novels, Superheroes",9780785182962,10-Mar-10,,,,Available,Checkout,Edit
358,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,Edward,Fields,AMACOM,320,"Business, Economics, Budgeting",9780814416259,15-Mar-11,,,,Available,Checkout,Edit
360,Kingdom Of Strangers,Zoe Ferraris,Zoe,Ferraris,Hachette UK,368,"Fiction, Mystery, Detective, General",9780748129942,7-Jun-12,,,,Available,Checkout,Edit
362,Ready Player One,Ernest Cline,Ernest,Cline,Broadway Books,384,"Fiction, Science Fiction, Action, Adventure",9780307887450,16-Aug-11,,,,Available,Checkout,Edit
373,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,Nir,Eyal,Bloomsbury Publishing,400,"Technology, Engineering, General",9781526610232,17-Oct-19,,,,Available,Checkout,Edit
376,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Jen,Sincero,Hachette UK,256,"Self-Help, General",9781473649491,13-Oct-16,,,,Available,Checkout,Edit
378,Death Masks,Jim Butcher,Jim,Butcher,Penguin Group,464,"Fiction, Fantasy, Paranormal",9781101128459,5-Aug-03,,,,Available,Checkout,Edit
380,Batman vs. Superman: The Greatest Battles,Geoff Johns,Geoff,Johns,DC,147,"Comics, Graphic Novels, Superheroes",9781401266066,8-Dec-15,,,,Available,Checkout,Edit
381,The Queen of Nothing (The Folk of the Air #3),Holly Black,Holly,Black,Bonnier Zaffre Ltd.,448,"Fiction, Fantasy, Dark Fantasy",9781471407574,19-Nov-19,,,,Available,Checkout,Edit
383,Business Strategy (The Brian Tracy Success Library),Brian Tracy,Brian,Tracy,AMACOM,112,"Business, Economics, Management",9780814436288,29-Apr-15,,,,Available,Checkout,Edit
386,The Tower of the Swallow: Witcher 6,Andrzej Sapkowski,Andrzej,Sapkowski,Hachette UK,400,"Fiction, Fantasy, General",9781473211582,19-May-16,,,,Available,Checkout,Edit
389,Once Missed (A Riley Paige Mystery-Book 16),Blake Pierce,Blake,Pierce,Blake Pierce,250,"Fiction, Thrillers, Suspense",9781640297579,29-Oct-19,,,,Available,Checkout,Edit
390,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,Mathias,Weske,Springer Science & Business Media,404,"Computers, Electronic Commerce",9783642286162,3-May-12,,,,Available,Checkout,Edit
392,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,David,Ulrich,McGraw Hill Professional,272,"Business, Economics, Training",9780071802673,20-Jul-12,,,,Available,Checkout,Edit
397,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,George,Martin,HarperCollins UK,4544,"Fiction, Fantasy, Dragons, Mythical Creatures",9780007482931,15-Mar-12,,,,Available,Checkout,Edit
400,Boy Erased: A Memoir,Garrard Conley,Garrard,Conley,Penguin,352,"Biography, Autobiography, Literary Figures",9780698155558,10-May-16,,,,Available,Checkout,Edit
402,"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 9th edition: Edition 9",Judith E. Tintinalli,Judith,Tintinalli,McGraw Hill Professional,2192,"Medical, Internal Medicine",9781260019940,22-Oct-19,,,,Available,Checkout,Edit
404,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,Katherine,Crowley,Hachette UK,256,"Self-Help, Communication, Social Skills",9780759515062,1-Mar-06,,,,Available,Checkout,Edit
408,10 Ways to be less consumerist,James Fries,James,Fries,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,"Business, Economics, Personal Finance, General",9781526012456,21-Nov-19,,,,Available,Checkout,Edit
415,Spider-Verse: Volume 1,Dan Slott,Dan,Slott,Marvel Entertainment,624,"Comics, Graphic Novels, Superheroes",9781302480042,29-Apr-15,,,,Available,Checkout,Edit
418,The Choice of Magic,Michael G. Manning,Michael,Manning,Michael Manning,408,"Young Adult Fiction, Fantasy, Epic",9781943481316,16-Aug-19,,,,Available,Checkout,Edit
420,We Should All Be Feminists,Chimamanda Ngozi Adichie,Chimamanda,Adichie,Vintage,32,"Social Science, Gender Studies",9781101872932,29-Jul-14,,,,Available,Checkout,Edit
422,The Umbrella Academy: Apocalypse Suite #1,Gerard Way,Gerard,Way,Dark Horse Comics (Single Issues),23,"Comics & Graphic Novels, General",Original pages,23-Sep-15,,,,Available,Checkout,Edit
431,No One Is Too Small to Make a Difference,Greta Thunberg,Greta,Thunberg,Penguin,112,"Nature, Environmental Conservation, Protection",9780525505372,12-Nov-19,,,,Available,Checkout,Edit
442,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,Brent,Weeks,Hachette UK,688,"Fiction, Fantasy, General",9780748112586,11-Jun-09,,,,Available,Checkout,Edit
456,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,Michael,Stackpole,Del Rey,368,"Fiction, Science Fiction, Action, Adventure",9780307796226,28-Jun-11,,,,Available,Checkout,Edit
463,Summary: Think and Grow Rich,Nine99 Innovation Lab,Nine99 Innovation Lab,,Nine99 Innovation Lab (OPC) Pvt Ltd,14,"Business & Economics, Accounting, General","Flowing text, Google-generated PDF",1-Jul-19,,,,Available,Checkout,Edit
467,Sonic the Hedgehog #18,Ian Flynn,Ian,Flynn,IDW Publishing,36,"Comics & Graphic Novels, Science Fiction",Original pages,3-Jul-19,,,,Available,Checkout,Edit
471,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,Sigmund,Freud,e-artnow,160,"Psychology, Movements, Psychoanalysis",9788026850519,8-Feb-16,,,,Available,Checkout,Edit
476,Darksiders: The Abomination Vault: A Novel,Ari Marmell,Ari,Marmell,Del Rey,368,"Fiction, Fairy Tales, Folk Tales, Legends, Mythology",9780345535863,24-Jul-12,,,,Available,Checkout,Edit
477,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,Alvin,Hall,Hachette UK,30,"Business, Economics, Personal Finance, Budgeting",9781473616141,29-Jan-15,,,,Available,Checkout,Edit
486,The Punisher Vol. 1: Black and White,Natahan Edmondson,Natahan,Edmondson,Marvel Entertainment,136,"Comics, Graphic Novels, Superheroes",9781302393021,20-Aug-14,,,,Available,Checkout,Edit
498,Mega Man #1,Ian Flynn,Ian,Flynn,Archie Comic Publications,25,"Juvenile Fiction, Humorous Stories",9781619882171,4-May-11,,,,Available,Checkout,Edit
500,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,Andrzej,Sapkowski,Hachette UK,96,"Fiction, Fantasy, Collections, Anthologies",9781473202993,3-Jul-14,,,,Available,Checkout,Edit
503,Sonic the Hedgehog #22,Ian Flynn,Ian,Flynn,IDW Publishing,34,"Comics & Graphic Novels, Science Fiction",Original pages,23-Oct-19,,,,Available,Checkout,Edit
504,Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,The Awkward Yeti,,Andrews McMeel Publishing,144,"Comics, Graphic Novels, Humorous",9781449474836,20-Oct-15,,,,Available,Checkout,Edit
508,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,David,Lagercrantz,Vintage Crime/Black Lizard,416,"Fiction, Mystery, Detective, International Mystery, Crime",9780385354295,1-Sep-15,,,,Available,Checkout,Edit
509,Dark Age,Pierce Brown,Pierce,Brown,Del Rey,800,"Fiction, Science Fiction, Action, Adventure",9780425285954,30-Jul-19,,,,Available,Checkout,Edit
515,Rogues,George R. R. Martin,George,Martin,Bantam,832,"Fiction, Action, Adventure",9780804179607,17-Jun-14,,,,Available,Checkout,Edit
517,10 Ways to be annoying,James Fries,James,Fries,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,"Self-Help, Personal Growth, General",9781526012487,21-Nov-19,,,,Available,Checkout,Edit
518,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,Zig,Ziglar,HarperCollins Leadership,112,"Business, Economics, Sales, Selling, General",9781418530297,1-Apr-03,,,,Available,Checkout,Edit
543,Watchmen (2019 Edition),Alan Moore,Alan,Moore,DC Comics,448,"Comics, Graphic Novels, Superheroes",9781779501837,18-Jun-19,,,,Available,Checkout,Edit
555,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,William,O'Neil,McGraw Hill Professional,464,"Business, Economics, Public Finance",9780071614146,12-Apr-09,,,,Available,Checkout,Edit
556,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,Morgan,Rice,Morgan Rice,250,"Fiction, Fantasy, Epic",9781632914965,6-Nov-15,,,,Available,Checkout,Edit
558,The Witcher #5,Paul Tobin,Paul,Tobin,Dark Horse Comics (Single Issues),24,"Comics & Graphic Novels, General",Original pages,21-May-14,,,,Available,Checkout,Edit
559,Invincible #118,Robert Kirkman,Robert,Kirkman,Image Comics,32,"Comics & Graphic Novels, Superheroes",Original pages,25-Mar-15,,,,Available,Checkout,Edit
562,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,Blake,Pierce,Blake Pierce,250,"Fiction, Mystery, Detective, General",9781632917072,16-Jun-16,,,,Available,Checkout,Edit
573,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,M. J.,Arlidge,Penguin UK,464,"Fiction, Mystery, Detective, Women Sleuths",9781405914895,8-May-14,,,,Available,Checkout,Edit
583,Homecoming (A Chloe Fine Psychological Suspense Mystery-Book 5),Blake Pierce,Blake,Pierce,Blake Pierce,250,"Fiction, Mystery, Detective, General",9781094310442,29-Oct-19,,,,Available,Checkout,Edit
585,Green Lantern: Secret Origin,Geoff Johns,Geoff,Johns,DC,194,"Comics, Graphic Novels, Superheroes",9781401236410,12-Apr-11,,,,Available,Checkout,Edit
601,Home Work: A Memoir of My Hollywood Years,Julie Andrews,Julie,Andrews,Hachette UK,352,"Biography, Autobiography, Entertainment, Performing Arts",9781474602198,15-Oct-19,,,,Available,Checkout,Edit
606,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,Blake,Pierce,Blake Pierce,250,"Fiction, Mystery & Detective, General",9781640291102,20-Oct-17,,,,Available,Checkout,Edit
634,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,Matthew,Mercer,Dark Horse Comics,168,"Comics, Graphic Novels, Fantasy",9781506714820,15-Oct-19,,,,Available,Checkout,Edit
635,The Magic of Thinking Big,David J. Schwartz,David,Schwartz,Penguin,256,"Business, Economics, Motivational",9780698198586,2-Dec-14,,,,Available,Checkout,Edit
642,Shantaram,Gregory David Roberts,Gregory,Roberts,Hachette UK,944,"Fiction, Action, Adventure",9781405516976,28-Jun-12,,,,Available,Checkout,Edit
654,Batman: Year One,Frank Miller,Frank,Miller,DC,148,"Comics, Graphic Novels, Superheroes",9781401235888,10-Jan-07,,,,Available,Checkout,Edit
656,The Last of Us: American Dreams #1,Faith Erin Hicks,Faith,Hicks,Dark Horse Comics (Single Issues),26,"Comics & Graphic Novels, General",Original pages,21-Dec-11,,,,Available,Checkout,Edit
666,The Walking Dead #185,Robert Kirkman,Robert,Kirkman,Image Comics,56,"Comics & Graphic Novels, Horror",Original pages,7-Nov-18,,,,Available,Checkout,Edit
668,Batman Vol. 4: Zero Year-Secret City (The New 52),Scott Snyder,Scott,Snyder,DC,180,"Comics, Graphic Novels, Superheroes",9781401252090,13-May-14,,,,Available,Checkout,Edit
670,The Black Box,Michael Connelly,Michael,Connelly,Hachette UK,448,"Fiction, Thrillers, Crime",9781409134336,22-Nov-12,,,,Available,Checkout,Edit
675,The Man in the High Castle,Philip K. Dick,Philip,Dick,Houghton Mifflin Harcourt,272,"Fiction, Science Fiction, General",9780547601205,24-Jan-12,,,,Available,Checkout,Edit
678,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,Robert,Maurer,Workman Publishing,228,"Self-Help, Personal Growth, Success",9780761181347,22-Apr-14,,,,Available,Checkout,Edit
690,Batman and Robin Vol. 1: Batman Reborn,Grant Morrison,Grant,Morrison,DC,172,"Comics, Graphic Novels, Superheroes",9781401235741,5-Apr-11,,,,Available,Checkout,Edit
692,Dark Nights: Metal: Deluxe Edition: Issues 1-6,Scott Snyder,Scott,Snyder,DC Comics,216,"Comics, Graphic Novels, Superheroes",9781401287184,12-Jun-18,,,,Available,Checkout,Edit
703,The Jump,Doug Johnstone,Doug,Johnstone,Faber & Faber,304,"Fiction, Thrillers, Suspense",9780571321599,4-Aug-15,,,,Available,Checkout,Edit
709,Marvel Universe: The End,Jim Starlin,Jim,Starlin,Marvel Entertainment,168,"Comics, Graphic Novels, Superheroes",9781302368173,11-Jun-14,,,,Available,Checkout,Edit
725,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,Michael,Sincere,Simon and Schuster,224,"Business, Economics, General",9781440511929,18-Feb-11,,,,Available,Checkout,Edit
736,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,Dan,Ariely,HarperCollins UK,304,"Business, Economics, Economics, General",9780007319923,6-Mar-09,,,,Available,Checkout,Edit
746,The Complete Art of War,Sun Tzu,Sun,Tzu,Simon and Schuster,667,"Political Science, Political Ideologies, General",9781627931502,29-Apr-13,,,,Available,Checkout,Edit
760,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,Jeff,Kinney,Abrams,224,"Juvenile Fiction, General",9781683356950,5-Nov-19,,,,Available,Checkout,Edit
770,The Joker,Brian Azzarello,Brian,Azzarello,DC,130,"Comics, Graphic Novels, Superheroes",9781401236632,4-Nov-08,,,,Available,Checkout,Edit
786,Permanent Record,Edward Snowden,Edward,Snowden,Metropolitan Books,352,"Biography, Autobiography, Personal Memoirs",9781250237248,17-Sep-19,,,,Available,Checkout,Edit
790,(FREE SAMPLE) CTET English & Hindi Language 9 Year-wise Solved Papers 1 & 2,Disha Experts,Disha,Experts,Disha Publications,23,none,Original pages,6-Nov-19,,,,Available,Checkout,Edit
819,Venomized,Cullen Bunn,Cullen,Bunn,Marvel Entertainment,136,"Comics, Graphic Novels, Superheroes",9781302505295,25-Jul-18,,,,Available,Checkout,Edit
847,We,Yevgeny Zamyatin,Yevgeny,Zamyatin,Pan,226,"Fiction, Science Fiction, Action, Adventure",9781743341490,15-Jan-13,,,,Available,Checkout,Edit
850,Blue Moon: A Jack Reacher Novel,Lee Child,Lee,Child,Dell,368,"Fiction, Mystery, Detective, General",9780399593550,29-Oct-19,,,,Available,Checkout,Edit
876,Letting Go,"David R. Hawkins, M.D./Ph.D.",David,Hawkins,"Hay House, Inc",176,"Body, Mind, Spirit, New Thought",9781401945534,1-Aug-13,,,,Available,Checkout,Edit
879,Personal Success (The Brian Tracy Success Library),Brian Tracy,Brian,Tracy,AMACOM,112,"Business, Economics, Personal Success",9780814437049,6-Jan-16,,,,Available,Checkout,Edit
882,The Walking Dead: Compendium 1,Robert Kirkman,Robert,Kirkman,"Image Comics, Inc.",28,"Comics, Graphic Novels, Horror",9781607066309,19-May-09,,,,Available,Checkout,Edit
912,1 Sample Paper for CBSE Class 10 Science 2020 Exam,Disha Experts,Disha,Experts,Disha Publications,25,none,Original pages,21-Oct-19,,,,Available,Checkout,Edit
938,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,André,Aciman,Faber & Faber,256,"Fiction, General",9780571356515,29-Oct-19,,,,Available,Checkout,Edit
945,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,Tom,Taylor,DC,400,"Comics, Graphic Novels, Superheroes",9781401267452,8-Mar-16,,,,Available,Checkout,Edit
963,Batman: The Man Who Laughs,Ed Brubaker,Ed,Brubaker,DC,146,"Comics, Graphic Novels, Superheroes",9781401242299,7-Apr-15,,,,Available,Checkout,Edit
976,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,Tom,Taylor,Marvel Entertainment,136,"Comics, Graphic Novels, Superheroes",9781302486112,11-May-16,,,,Available,Checkout,Edit
990,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,Linda,Castillo,Minotaur Books,60,"Fiction, Mystery, Detective, Women Sleuths",9781250314161,29-May-18,,,,Available,Checkout,Edit
992,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,Brent,Schlender,Crown Business,464,"Biography, Autobiography, Rich, Famous",9780385347419,24-Mar-15,,,,Available,Checkout,Edit
1064,Batman: Earth One,Geoff Johns,Geoff,Johns,DC,146,"Comics, Graphic Novels, Superheroes",9781401239565,10-Jul-12,,,,Available,Checkout,Edit
1078,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,Derek,Fridolfs,DC,160,"Comics, Graphic Novels, Superheroes",9781401244330,13-Aug-13,,,,Available,Checkout,Edit
1084,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,John,Maxwell,HarperCollins Leadership,128,"Business, Economics, Leadership",9781418535285,8-Sep-02,,,,Available,Checkout,Edit
1089,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,Peter,Tomasi,DC,200,"Comics, Graphic Novels, Superheroes",9781401270506,12-Jul-16,,,,Available,Checkout,Edit
1091,The Law of Success in Sixteen Lessons,Napoleon Hill,Napoleon,Hill,Simon and Schuster,547,"Self-Help, Personal Growth, Success",9781627931991,20-May-13,,,,Available,Checkout,Edit
1120,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,Brian,Staveley,Macmillan,1728,"Fiction, Fantasy, Military",9780765396143,6-Dec-16,,,,Available,Checkout,Edit
1124,(FREE SAMPLE) Super 10 Sample Papers for CBSE Class 10 English Language Literature 2nd Edition,Disha Experts,Disha,Experts,Disha Publications,33,none,Original pages,21-Oct-19,,,,Available,Checkout,Edit
1144,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,Robert,Jordan,Tor Books,688,"Fiction, Fantasy, Action, Adventure",9781429959810,15-Sep-00,,,,Available,Checkout,Edit
1169,Kiss the Girls and Make Them Cry,Mary Higgins Clark,Mary,Clark,Simon and Schuster,400,"Fiction, Thrillers, Suspense",9781471167690,14-Nov-19,,,,Available,Checkout,Edit
1175,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,Arthur,Doyle,Courier Corporation,208,"Fiction, Mystery, Detective, Collections, Anthologies",9780486114354,11-May-12,,,,Available,Checkout,Edit
1198,Avengers Vol. 1: Avengers World,Jonathan Hickman,Jonathan,Hickman,Marvel Entertainment,152,"Comics, Graphic Novels, Superheroes",9781302013622,30-Apr-13,,,,Available,Checkout,Edit
1207,Forever Evil,Geoff Johns,Geoff,Johns,DC,240,"Comics, Graphic Novels, Superheroes",9781401253523,9-Sep-14,,,,Available,Checkout,Edit
1286,Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,Jonathan,Maberry,Marvel Entertainment,112,"Comics, Graphic Novels, Superheroes",9780785179009,5-Jan-11,,,,Available,Checkout,Edit
1297,Spider-Man: Kraven's Last Hunt,J. M. DeMatteis,J. M.,DeMatteis,Marvel Entertainment,168,none,9781302377366,10-Dec-14,,,,Available,Checkout,Edit